job_id	dependency	task_file	array	max_concurrent	out_root
44553950	afterany:44552570	outputs/phase4_18_sitl2_feature_steering_eap_shift_350k_20260605_122635/metrics/concept_eap_full_tasks.tsv	0-9	4	outputs/phase4_18_sitl2_feature_steering_eap_shift_350k_20260605_122635/eap/full
