job_id	task_file	array	max_concurrent	out_root
44552570	outputs/phase4_18_sitl2_feature_steering_eap_shift_350k_20260605_122635/metrics/steering_full_screen_clamp_retry_tasks.tsv	0-53	12	outputs/phase4_18_sitl2_feature_steering_eap_shift_350k_20260605_122635/full_steering_screen_clamp_retry
